CCY,TradeType,Firm,Size,Tenor,Spread
CAD,Vanilla Outright,TD,500000.0,5Y,
CAD,Vanilla Outright,TD,1000000.0,5Y,
CAD,Vanilla Outright,TD,2000000.0,5Y,
CAD,Vanilla Outright,TD,5000000.0,5Y,
CAD,Vanilla Outright,TD,10000000.0,5Y,
CAD,Vanilla Outright,TD,200000.0,10Y,
CAD,Vanilla Outright,TD,500000.0,10Y,
CAD,Vanilla Outright,TD,1000000.0,10Y,
CAD,Vanilla Outright,TD,2000000.0,10Y,
CAD,Vanilla Outright,TD,5000000.0,10Y,
CAD,Vanilla Outright,TD,10000000.0,10Y,
CAD,Vanilla Outright,TD,200000.0,30Y,
CAD,Vanilla Outright,TD,500000.0,30Y,
CAD,Vanilla Outright,TD,1000000.0,30Y,
CAD,Vanilla Outright,TD,2000000.0,30Y,
CAD,Vanilla Outright,TD,5000000.0,30Y,
CAD,Vanilla Outright,TD,10000000.0,30Y,
CAD,Vanilla Outright,TD,-200000.0,1Y,
CAD,Vanilla Outright,TD,-500000.0,1Y,
CAD,Vanilla Outright,TD,-1000000.0,1Y,
CAD,Vanilla Outright,TD,-2000000.0,1Y,
CAD,Vanilla Outright,TD,-5000000.0,1Y,
CAD,Vanilla Outright,TD,-10000000.0,1Y,
CAD,Vanilla Outright,TD,-200000.0,2Y,
CAD,Vanilla Outright,TD,-500000.0,2Y,
CAD,Vanilla Outright,TD,-1000000.0,2Y,
CAD,Vanilla Outright,TD,-2000000.0,2Y,
CAD,Vanilla Outright,TD,-5000000.0,2Y,
CAD,Vanilla Outright,TD,-10000000.0,2Y,
CAD,Vanilla Outright,TD,-200000.0,5Y,
